Ename,Start,Peak,Goes_class,Derived_pos
gev_20110124_0951,2011/01/24 09:51:00,09:54:00,B2.3,N17W36(1149)
gev_20110124_1056,2011/01/24 10:56:00,11:07:00,B1.4,N23W29()
gev_20110125_0325,2011/01/25 03:25:00,03:28:00,B1.0,N16W47(1149)
gev_20110126_0031,2011/01/26 00:31:00,00:37:00,B1.5,N17W58(1149)
gev_20110126_0207,2011/01/26 02:07:00,02:11:00,B3.2,N16W58(1149)
gev_20110126_0402,2011/01/26 04:02:00,04:06:00,B2.3,N17W60(1149)
gev_20110126_0651,2011/01/26 06:51:00,06:57:00,B1.8,N16W61(1149)
gev_20110126_0854,2011/01/26 08:54:00,08:57:00,B1.1,N16W65(1149)
gev_20110126_1514,2011/01/26 15:14:00,15:18:00,B2.0,N14W72()
gev_20110126_1701,2011/01/26 17:01:00,17:03:00,A9.5,S19E88()
gev_20110126_1914,2011/01/26 19:14:00,19:18:00,B1.3,S22E87
gev_20110126_2119,2011/01/26 21:19:00,21:22:00,B1.0,S19E88()
gev_20110126_2143,2011/01/26 21:43:00,21:47:00,B2.7,N11W74()
gev_20110126_2202,2011/01/26 22:02:00,22:09:00,B3.2,N14W76()
gev_20110127_0200,2011/01/27 02:00:00,02:13:00,B4.3,N17W75(1149)
gev_20110127_0645,2011/01/27 06:45:00,06:48:00,B1.1,N15W88()
gev_20110127_0840,2011/01/27 08:40:00,08:50:00,B6.6,N10W84()
gev_20110127_1105,2011/01/27 11:05:00,11:16:00,B1.6,N14W84()
gev_20110127_1153,2011/01/27 11:53:00,12:01:00,C1.2,N12W87()
gev_20110127_1213,2011/01/27 12:13:00,12:18:00,B1.9,N15W88()
gev_20110128_0044,2011/01/28 00:44:00,01:03:00,M1.4,N16W88(1149)
gev_20110128_0331,2011/01/28 03:31:00,03:36:00,B5.2,S21E73()
gev_20110128_0402,2011/01/28 04:02:00,04:04:00,B3.4,S18E88()
gev_20110128_1005,2011/01/28 10:05:00,10:22:00,C1.5,S20E81()
gev_20110128_1344,2011/01/28 13:44:00,13:48:00,B1.6,S20E71()
gev_20110128_1609,2011/01/28 16:09:00,16:14:00,B2.4,S21E68()
gev_20110128_1752,2011/01/28 17:52:00,17:57:00,B6.2,S20E67()
gev_20110123_1809,2011/01/23 18:09:00,18:20:00,B2.8,N23W55()
gev_20110123_2345,2011/01/23 23:45:00,23:50:00,B1.6,N25W27(1147)
gev_20110124_0049,2011/01/24 00:49:00,00:53:00,B2.2,N25W25(1147)
gev_20110124_0130,2011/01/24 01:30:00,01:33:00,B1.0,N18W30()
gev_20110124_0330,2011/01/24 03:30:00,03:35:00,B2.1,N17W31()
gev_20110124_0556,2011/01/24 05:56:00,06:15:00,C1.4,N17W38(1149)
gev_20110124_0951,2011/01/24 09:51:00,09:54:00,B2.3,N17W36()
gev_20110124_1056,2011/01/24 10:56:00,11:07:00,B1.4,N23W29(1147)
gev_20110125_0325,2011/01/25 03:25:00,03:28:00,B1.0,N16W47(1149)
gev_20110126_0031,2011/01/26 00:31:00,00:37:00,B1.5,N17W58(1149)
gev_20110126_0207,2011/01/26 02:07:00,02:11:00,B3.2,N16W58(1149)
gev_20110126_0402,2011/01/26 04:02:00,04:06:00,B2.3,N17W60(1149)
gev_20110126_0651,2011/01/26 06:51:00,06:57:00,B1.8,N16W61(1149)
gev_20110126_0854,2011/01/26 08:54:00,08:57:00,B1.1,N16W65(1149)
gev_20110126_1514,2011/01/26 15:14:00,15:18:00,B2.0,N14W72()
gev_20110126_1701,2011/01/26 17:01:00,17:03:00,A9.5,S19E88(1150)
gev_20110126_1914,2011/01/26 19:14:00,19:18:00,B1.3,S22E87(1150)
gev_20110126_2119,2011/01/26 21:19:00,21:22:00,B1.0,S19E88(1150)
gev_20110126_2143,2011/01/26 21:43:00,21:47:00,B2.7,N11W74()
gev_20110126_2202,2011/01/26 22:02:00,22:09:00,B3.2,N14W76()
gev_20110127_0200,2011/01/27 02:00:00,02:13:00,B4.3,N17W75()
gev_20110127_0645,2011/01/27 06:45:00,06:48:00,B1.1,N15W88()
gev_20110127_0840,2011/01/27 08:40:00,08:50:00,B6.6,N10W84()
gev_20110127_1105,2011/01/27 11:05:00,11:16:00,B1.6,N14W84()
gev_20110127_1153,2011/01/27 11:53:00,12:01:00,C1.2,N12W87()
gev_20110127_1213,2011/01/27 12:13:00,12:18:00,B1.9,N15W88(1149)
gev_20110128_0044,2011/01/28 00:44:00,01:03:00,M1.4,N16W88(1149)
gev_20110128_0331,2011/01/28 03:31:00,03:36:00,B5.2,S21E73(1150)
gev_20110128_0402,2011/01/28 04:02:00,04:25:00,C1.5,N14W88()
gev_20110128_1005,2011/01/28 10:05:00,10:22:00,C1.5,S20E81()
gev_20110128_1344,2011/01/28 13:44:00,13:48:00,B1.6,S20E71(1150)
gev_20110128_1609,2011/01/28 16:09:00,16:14:00,B2.4,S21E68(1150)
gev_20110128_1752,2011/01/28 17:52:00,17:57:00,B6.2,S20E67(1150)
gev_20110129_0328,2011/01/29 03:28:00,03:36:00,B6.7,S20E63(1150)
gev_20110129_0758,2011/01/29 07:58:00,08:03:00,B1.4,N34E73()
gev_20110129_1147,2011/01/29 11:47:00,11:57:00,B7.3,S20E59(1150)
gev_20110129_1627,2011/01/29 16:27:00,16:32:00,B1.8,S20E55(1150)
gev_20110129_1653,2011/01/29 16:53:00,16:58:00,B2.8,S20E55(1150)
gev_20110124_0049,2011/01/24 00:49:00,00:53:00,B2.2,N25W25(1147)
gev_20110124_0130,2011/01/24 01:30:00,01:33:00,B1.0,N18W30()
gev_20110124_0330,2011/01/24 03:30:00,03:35:00,B2.1,N17W31()
gev_20110124_0556,2011/01/24 05:56:00,06:15:00,C1.4,N17W38(1149)
gev_20110124_0951,2011/01/24 09:51:00,09:54:00,B2.3,N17W36()
gev_20110124_1056,2011/01/24 10:56:00,11:07:00,B1.4,N23W29()
gev_20110125_0325,2011/01/25 03:25:00,03:28:00,B1.0,N16W47(1149)
gev_20110126_0031,2011/01/26 00:31:00,00:37:00,B1.5,N17W58(1149)
gev_20110126_0207,2011/01/26 02:07:00,02:11:00,B3.2,N16W58(1149)
gev_20110126_0402,2011/01/26 04:02:00,04:06:00,B2.3,N17W60(1149)
gev_20110126_0651,2011/01/26 06:51:00,06:57:00,B1.8,N16W61(1149)
gev_20110126_0854,2011/01/26 08:54:00,08:57:00,B1.1,N16W65(1149)
gev_20110126_1514,2011/01/26 15:14:00,15:18:00,B2.0,N14W72()
gev_20110126_1701,2011/01/26 17:01:00,17:03:00,A9.5,S19E88()
gev_20110126_1914,2011/01/26 19:14:00,19:18:00,B1.3,S22E87(1150)
gev_20110126_2119,2011/01/26 21:19:00,21:22:00,B1.0,S19E88(1150)
gev_20110126_2143,2011/01/26 21:43:00,21:47:00,B2.7,N11W74()
gev_20110126_2202,2011/01/26 22:02:00,22:09:00,B3.2,N14W76(1149)
gev_20110127_0200,2011/01/27 02:00:00,02:13:00,B4.3,N17W75(1149)
gev_20110127_0645,2011/01/27 06:45:00,06:48:00,B1.1,N15W88(1149)
gev_20110127_0840,2011/01/27 08:40:00,08:50:00,B6.6,N10W84()
gev_20110127_1105,2011/01/27 11:05:00,11:16:00,B1.6,N14W84(1149)
gev_20110127_1153,2011/01/27 11:53:00,12:01:00,C1.2,N12W87()
gev_20110127_1213,2011/01/27 12:13:00,12:18:00,B1.9,N15W88(1149)
gev_20110128_0044,2011/01/28 00:44:00,01:03:00,M1.4,N16W88(1149)
gev_20110128_0331,2011/01/28 03:31:00,03:36:00,B5.2,S21E73(1150)
gev_20110128_0402,2011/01/28 04:02:00,04:25:00,C1.5,N14W88()
gev_20110128_1005,2011/01/28 10:05:00,10:22:00,C1.5,S20E81()
gev_20110128_1344,2011/01/28 13:44:00,13:48:00,B1.6,S20E71()
gev_20110128_1609,2011/01/28 16:09:00,16:14:00,B2.4,S21E68(1150)
gev_20110128_1752,2011/01/28 17:52:00,17:57:00,B6.2,S20E67(1150)
gev_20110129_0328,2011/01/29 03:28:00,03:36:00,B6.7,S20E63()
gev_20110129_0758,2011/01/29 07:58:00,08:03:00,B1.4,N34E73()
gev_20110129_1147,2011/01/29 11:47:00,11:57:00,B7.3,S20E59()
gev_20110129_1627,2011/01/29 16:27:00,16:32:00,B1.8,S20E55(1150)
gev_20110129_1653,2011/01/29 16:53:00,16:58:00,B2.8,S20E55(1150)
gev_20110130_1201,2011/01/30 12:01:00,12:58:00,B1.3,N10W88()
gev_20110130_1755,2011/01/30 17:55:00,18:36:00,B2.3,N32E62()
gev_20110125_0325,2011/01/25 03:25:00,03:28:00,B1.0,N16W47()
gev_20110126_0031,2011/01/26 00:31:00,00:37:00,B1.5,N17W58(1149)
gev_20110126_0207,2011/01/26 02:07:00,02:11:00,B3.2,N16W58(1149)
gev_20110126_0402,2011/01/26 04:02:00,04:06:00,B2.3,N17W60(1149)
gev_20110126_0651,2011/01/26 06:51:00,06:57:00,B1.8,N16W61(1149)
gev_20110126_0854,2011/01/26 08:54:00,08:57:00,B1.1,N16W65(1149)
gev_20110126_1514,2011/01/26 15:14:00,15:18:00,B2.0,N14W72(1149)
gev_20110126_1701,2011/01/26 17:01:00,17:03:00,A9.5,S19E88()
gev_20110126_1914,2011/01/26 19:14:00,19:18:00,B1.3,S22E87(1150)
gev_20110126_2119,2011/01/26 21:19:00,21:22:00,B1.0,S19E88(1150)
gev_20110126_2143,2011/01/26 21:43:00,21:47:00,B2.7,N11W74(1149)
gev_20110126_2202,2011/01/26 22:02:00,22:09:00,B3.2,N14W76(1149)
gev_20110127_0200,2011/01/27 02:00:00,02:13:00,B4.3,N17W75(1149)
gev_20110127_0645,2011/01/27 06:45:00,06:48:00,B1.1,N15W88(1149)
gev_20110127_0840,2011/01/27 08:40:00,08:50:00,B6.6,N10W84(1149)
gev_20110127_1105,2011/01/27 11:05:00,11:16:00,B1.6,N14W84(1149)
gev_20110127_1153,2011/01/27 11:53:00,12:01:00,C1.2,N12W87(1149)
gev_20110127_1213,2011/01/27 12:13:00,12:18:00,B1.9,N15W88(1149)
gev_20110128_0044,2011/01/28 00:44:00,01:03:00,M1.4,N16W88(1149)
gev_20110128_0331,2011/01/28 03:31:00,03:36:00,B5.2,S21E73(1150)
gev_20110128_0402,2011/01/28 04:02:00,04:04:00,B3.4,S18E88()
gev_20110128_1005,2011/01/28 10:05:00,10:22:00,C1.5,S20E81()
gev_20110128_1344,2011/01/28 13:44:00,13:48:00,B1.6,S20E71(1150)
gev_20110128_1609,2011/01/28 16:09:00,16:14:00,B2.4,S21E68(1150)
gev_20110128_1752,2011/01/28 17:52:00,17:57:00,B6.2,S20E67(1150)
gev_20110129_0328,2011/01/29 03:28:00,03:36:00,B6.7,S20E63(1150)
gev_20110129_0758,2011/01/29 07:58:00,08:03:00,B1.4,N34E73()
gev_20110129_1147,2011/01/29 11:47:00,11:57:00,B7.3,S20E59(1150)
gev_20110129_1627,2011/01/29 16:27:00,16:32:00,B1.8,S20E55(1150)
gev_20110129_1653,2011/01/29 16:53:00,16:58:00,B2.8,S20E55(1150)
gev_20110130_1201,2011/01/30 12:01:00,12:58:00,B1.3,N10W88()
gev_20110130_1755,2011/01/30 17:55:00,18:36:00,B2.3,N32E62()
gev_20110131_0210,2011/01/31 02:10:00,02:14:00,B1.0,S22E40()
gev_20110131_0612,2011/01/31 06:12:00,06:19:00,B1.3,S22E35(1150)
gev_20110131_1351,2011/01/31 13:51:00,14:06:00,B1.7,S22E33()
gev_20110131_1901,2011/01/31 19:01:00,19:05:00,B1.0,S19E27(1150)
gev_20110131_1957,2011/01/31 19:57:00,20:01:00,B1.5,S19E27(1150)
gev_20110126_0207,2011/01/26 02:07:00,02:11:00,B3.2,N16W58(1149)
gev_20110126_0402,2011/01/26 04:02:00,04:06:00,B2.3,N17W60(1149)
gev_20110126_0651,2011/01/26 06:51:00,06:57:00,B1.8,N16W61(1149)
gev_20110126_0854,2011/01/26 08:54:00,08:57:00,B1.1,N16W65(1149)
gev_20110126_1514,2011/01/26 15:14:00,15:18:00,B2.0,N14W72(1149)
gev_20110126_1701,2011/01/26 17:01:00,17:03:00,A9.5,S19E88(1150)
gev_20110126_1914,2011/01/26 19:14:00,19:18:00,B1.3,S22E87(1150)
gev_20110126_2119,2011/01/26 21:19:00,21:22:00,B1.0,S19E88(1150)
gev_20110126_2143,2011/01/26 21:43:00,21:47:00,B2.7,N11W74(1149)
gev_20110126_2202,2011/01/26 22:02:00,22:09:00,B3.2,N14W76(1149)
gev_20110127_0200,2011/01/27 02:00:00,02:13:00,B4.3,N17W75(1149)
gev_20110127_0645,2011/01/27 06:45:00,06:48:00,B1.1,N15W88(1149)
gev_20110127_0840,2011/01/27 08:40:00,08:50:00,B6.6,N10W84()
gev_20110127_1105,2011/01/27 11:05:00,11:16:00,B1.6,N14W84(1149)
gev_20110127_1153,2011/01/27 11:53:00,12:01:00,C1.2,N12W87(1149)
gev_20110127_1213,2011/01/27 12:13:00,12:18:00,B1.9,N15W88(1149)
gev_20110128_0044,2011/01/28 00:44:00,01:03:00,M1.4,N16W88(1149)
gev_20110128_0331,2011/01/28 03:31:00,03:36:00,B5.2,S21E73(1150)
gev_20110128_0402,2011/01/28 04:02:00,04:04:00,B3.4,S18E88()
gev_20110128_1005,2011/01/28 10:05:00,10:22:00,C1.5,S20E81(1150)
gev_20110128_1344,2011/01/28 13:44:00,13:48:00,B1.6,S20E71(1150)
gev_20110128_1609,2011/01/28 16:09:00,16:14:00,B2.4,S21E68(1150)
gev_20110128_1752,2011/01/28 17:52:00,17:57:00,B6.2,S20E67(1150)
gev_20110129_0328,2011/01/29 03:28:00,03:36:00,B6.7,S20E63(1150)
gev_20110129_0758,2011/01/29 07:58:00,08:03:00,B1.4,N34E73()
gev_20110129_1147,2011/01/29 11:47:00,11:57:00,B7.3,S20E59(1150)
gev_20110129_1627,2011/01/29 16:27:00,16:32:00,B1.8,S20E55(1150)
gev_20110129_1653,2011/01/29 16:53:00,16:58:00,B2.8,S20E55(1150)
gev_20110130_1201,2011/01/30 12:01:00,12:58:00,B1.3,N10W88(1151)
gev_20110130_1755,2011/01/30 17:55:00,18:36:00,B2.3,N32E62()
gev_20110131_0210,2011/01/31 02:10:00,02:14:00,B1.0,S22E40()
gev_20110131_0612,2011/01/31 06:12:00,06:19:00,B1.3,S22E35(1150)
gev_20110131_1351,2011/01/31 13:51:00,14:06:00,B1.7,S22E33()
gev_20110131_1901,2011/01/31 19:01:00,19:05:00,B1.0,S19E27(1150)
gev_20110131_1957,2011/01/31 19:57:00,20:01:00,B1.5,S19E27(1150)
gev_20110201_0009,2011/02/01 00:09:00,00:13:00,B3.0,S20E25(1150)
gev_20110201_0548,2011/02/01 05:48:00,05:54:00,B1.8,S20E23(1150)
gev_20110201_1227,2011/02/01 12:27:00,12:31:00,B1.4,S24E22()
gev_20110127_0200,2011/01/27 02:00:00,02:13:00,B4.3,N17W75(1149)
gev_20110127_0645,2011/01/27 06:45:00,06:48:00,B1.1,N15W88()
gev_20110127_0840,2011/01/27 08:40:00,08:50:00,B6.6,N10W84()
gev_20110127_1105,2011/01/27 11:05:00,11:16:00,B1.6,N14W84()
gev_20110127_1153,2011/01/27 11:53:00,12:01:00,C1.2,N12W87()
gev_20110127_1213,2011/01/27 12:13:00,12:18:00,B1.9,N15W88(1149)
gev_20110128_0044,2011/01/28 00:44:00,01:03:00,M1.4,N16W88(1149)
gev_20110128_0331,2011/01/28 03:31:00,03:36:00,B5.2,S21E73(1150)
gev_20110128_0402,2011/01/28 04:02:00,04:25:00,C1.5,N14W88()
gev_20110128_1005,2011/01/28 10:05:00,10:22:00,C1.5,S20E81(1150)
gev_20110128_1344,2011/01/28 13:44:00,13:48:00,B1.6,S20E71(1150)
gev_20110128_1609,2011/01/28 16:09:00,16:14:00,B2.4,S21E68(1150)
gev_20110128_1752,2011/01/28 17:52:00,17:57:00,B6.2,S20E67(1150)
gev_20110129_0328,2011/01/29 03:28:00,03:36:00,B6.7,S20E63(1150)
gev_20110129_0758,2011/01/29 07:58:00,08:03:00,B1.4,N34E73()
gev_20110129_1147,2011/01/29 11:47:00,11:57:00,B7.3,S20E59(1150)
gev_20110129_1627,2011/01/29 16:27:00,16:32:00,B1.8,S20E55(1150)
gev_20110129_1653,2011/01/29 16:53:00,16:58:00,B2.8,S20E55(1150)
gev_20110130_1201,2011/01/30 12:01:00,12:58:00,B1.3,N10W88(1151)
gev_20110130_1755,2011/01/30 17:55:00,18:36:00,B2.3,N32E62()
gev_20110131_0210,2011/01/31 02:10:00,02:14:00,B1.0,S22E40(1150)
gev_20110131_0612,2011/01/31 06:12:00,06:19:00,B1.3,S22E35(1150)
gev_20110131_1351,2011/01/31 13:51:00,14:06:00,B1.7,S22E33(1150)
gev_20110131_1901,2011/01/31 19:01:00,19:05:00,B1.0,S19E27(1150)
gev_20110131_1957,2011/01/31 19:57:00,20:01:00,B1.5,S19E27(1150)
gev_20110201_0009,2011/02/01 00:09:00,00:13:00,B3.0,S20E25(1150)
gev_20110201_0548,2011/02/01 05:48:00,05:54:00,B1.8,S20E23(1150)
gev_20110201_1227,2011/02/01 12:27:00,12:31:00,B1.4,S24E22()
gev_20110201_2306,2011/02/01 23:06:00,23:42:00,B4.5,S19E10(1150)
gev_20110202_0027,2011/02/02 00:27:00,00:35:00,B4.1,S19E10(1150)
gev_20110202_0244,2011/02/02 02:44:00,02:48:00,B1.1,S17E07(1150)
gev_20110202_0614,2011/02/02 06:14:00,06:20:00,B4.1,S21E09(1150)
gev_20110202_1020,2011/02/02 10:20:00,10:29:00,B2.0,S20E07(1150)
gev_20110128_0044,2011/01/28 00:44:00,01:03:00,M1.4,N16W88(1149)
gev_20110128_0331,2011/01/28 03:31:00,03:36:00,B5.2,S21E73(1150)
gev_20110128_0402,2011/01/28 04:02:00,04:25:00,C1.5,N14W88(1149)
gev_20110128_1005,2011/01/28 10:05:00,10:22:00,C1.5,S20E81(1150)
gev_20110128_1344,2011/01/28 13:44:00,13:48:00,B1.6,S20E71(1150)
gev_20110128_1609,2011/01/28 16:09:00,16:14:00,B2.4,S21E68(1150)
gev_20110128_1752,2011/01/28 17:52:00,17:57:00,B6.2,S20E67(1150)
gev_20110129_0328,2011/01/29 03:28:00,03:36:00,B6.7,S20E63(1150)
gev_20110129_0758,2011/01/29 07:58:00,08:03:00,B1.4,N34E73()
gev_20110129_1147,2011/01/29 11:47:00,11:57:00,B7.3,S20E59(1150)
gev_20110129_1627,2011/01/29 16:27:00,16:32:00,B1.8,S20E55(1150)
gev_20110129_1653,2011/01/29 16:53:00,16:58:00,B2.8,S20E55(1150)
gev_20110130_1201,2011/01/30 12:01:00,12:58:00,B1.3,N10W88(1151)
gev_20110130_1755,2011/01/30 17:55:00,18:36:00,B2.3,N32E62()
gev_20110131_0210,2011/01/31 02:10:00,02:14:00,B1.0,S22E40(1150)
gev_20110131_0612,2011/01/31 06:12:00,06:19:00,B1.3,S22E35(1150)
gev_20110131_1351,2011/01/31 13:51:00,13:59:00,B1.7,S21E33(1150)
gev_20110131_1901,2011/01/31 19:01:00,19:05:00,B1.0,S19E27(1150)
gev_20110131_1957,2011/01/31 19:57:00,20:01:00,B1.5,S19E27(1150)
gev_20110201_0009,2011/02/01 00:09:00,00:13:00,B3.0,S20E25(1150)
gev_20110201_0548,2011/02/01 05:48:00,05:54:00,B1.8,S20E23(1150)
gev_20110201_1227,2011/02/01 12:27:00,12:31:00,B1.4,S24E22(1150)
gev_20110201_2306,2011/02/01 23:06:00,23:09:00,B1.1,S20E11(1150)
gev_20110202_0027,2011/02/02 00:27:00,00:35:00,B4.1,S19E10(1150)
gev_20110202_0244,2011/02/02 02:44:00,02:48:00,B1.1,S17E07(1150)
gev_20110202_0614,2011/02/02 06:14:00,06:20:00,B4.1,S21E09(1150)
gev_20110202_1020,2011/02/02 10:20:00,10:29:00,B2.0,S20E07(1150)
gev_20110203_0551,2011/02/03 05:51:00,05:56:00,B2.6,S19W07(1150)
gev_20110203_1728,2011/02/03 17:28:00,17:35:00,B2.0,S17E13
gev_20110129_0328,2011/01/29 03:28:00,03:36:00,B6.7,S20E63(1150)
gev_20110129_0758,2011/01/29 07:58:00,08:03:00,B1.4,N34E73()
gev_20110129_1147,2011/01/29 11:47:00,11:57:00,B7.3,S20E59(1150)
gev_20110129_1627,2011/01/29 16:27:00,16:32:00,B1.8,S20E55(1150)
gev_20110129_1653,2011/01/29 16:53:00,16:58:00,B2.8,S20E55(1150)
gev_20110130_1201,2011/01/30 12:01:00,12:58:00,B1.3,N10W88(1151)
gev_20110130_1755,2011/01/30 17:55:00,18:36:00,B2.3,N32E62()
gev_20110131_0210,2011/01/31 02:10:00,02:14:00,B1.0,S22E40(1150)
gev_20110131_0612,2011/01/31 06:12:00,06:19:00,B1.3,S22E35(1150)
gev_20110131_1351,2011/01/31 13:51:00,14:06:00,B1.7,S22E33(1150)
gev_20110131_1901,2011/01/31 19:01:00,19:05:00,B1.0,S19E27(1150)
gev_20110131_1957,2011/01/31 19:57:00,20:01:00,B1.5,S19E27(1150)
gev_20110201_0009,2011/02/01 00:09:00,00:13:00,B3.0,S20E25(1150)
gev_20110201_0548,2011/02/01 05:48:00,05:54:00,B1.8,S20E23(1150)
gev_20110201_1227,2011/02/01 12:27:00,12:31:00,B1.4,S24E22(1150)
gev_20110201_2306,2011/02/01 23:06:00,23:42:00,B4.5,S19E10(1150)
gev_20110202_0027,2011/02/02 00:27:00,00:35:00,B4.1,S19E10(1150)
gev_20110202_0244,2011/02/02 02:44:00,02:48:00,B1.1,S17E07(1150)
gev_20110202_0614,2011/02/02 06:14:00,06:20:00,B4.1,S21E09(1150)
gev_20110202_1020,2011/02/02 10:20:00,10:29:00,B2.0,S20E07(1150)
gev_20110203_0551,2011/02/03 05:51:00,05:56:00,B2.6,S19W07(1150)
gev_20110203_1728,2011/02/03 17:28:00,17:35:00,B2.0,S17E13(1152)
gev_20110204_0137,2011/02/04 01:37:00,01:43:00,B2.0,S17E09(1152)
gev_20110204_0359,2011/02/04 03:59:00,04:10:00,B1.1,S18E07(1152)
gev_20110204_0729,2011/02/04 07:29:00,07:40:00,B2.7,S18E05(1152)
gev_20110204_1213,2011/02/04 12:13:00,12:20:00,B9.5,S18E03(1152)
gev_20110204_1730,2011/02/04 17:30:00,17:36:00,B1.3,S18E00(1152)
gev_20110204_1930,2011/02/04 19:30:00,19:39:00,B6.9,S17W01(1152)
gev_20110130_1201,2011/01/30 12:01:00,12:58:00,B1.3,N10W88(1151)
gev_20110130_1755,2011/01/30 17:55:00,18:36:00,B2.3,N32E62()
gev_20110131_0210,2011/01/31 02:10:00,02:14:00,B1.0,S22E40(1150)
gev_20110131_0612,2011/01/31 06:12:00,06:19:00,B1.3,S22E35(1150)
gev_20110131_1351,2011/01/31 13:51:00,14:06:00,B1.7,S22E33(1150)
gev_20110131_1901,2011/01/31 19:01:00,19:05:00,B1.0,S19E27(1150)
gev_20110131_1957,2011/01/31 19:57:00,20:01:00,B1.5,S19E27(1150)
gev_20110201_0009,2011/02/01 00:09:00,00:13:00,B3.0,S20E25(1150)
gev_20110201_0548,2011/02/01 05:48:00,05:54:00,B1.8,S20E23(1150)
gev_20110201_1227,2011/02/01 12:27:00,12:31:00,B1.4,S24E22(1150)
gev_20110201_2306,2011/02/01 23:06:00,23:42:00,B4.5,S19E10(1150)
gev_20110202_0027,2011/02/02 00:27:00,00:35:00,B4.1,S19E10(1150)
gev_20110202_0244,2011/02/02 02:44:00,02:48:00,B1.1,S17E07(1150)
gev_20110202_0614,2011/02/02 06:14:00,06:20:00,B4.1,S21E09(1150)
gev_20110202_1020,2011/02/02 10:20:00,10:29:00,B2.0,S20E07(1150)
gev_20110203_0551,2011/02/03 05:51:00,05:56:00,B2.6,S19W07(1150)
gev_20110203_1728,2011/02/03 17:28:00,17:35:00,B2.0,S17E13(1152)
gev_20110204_0137,2011/02/04 01:37:00,01:43:00,B2.0,S17E09(1152)
gev_20110204_0359,2011/02/04 03:59:00,04:10:00,B1.1,S18E07(1152)
gev_20110204_0729,2011/02/04 07:29:00,07:40:00,B2.7,S18E05(1152)
gev_20110204_1213,2011/02/04 12:13:00,12:20:00,B9.5,S18E03(1152)
gev_20110204_1730,2011/02/04 17:30:00,17:36:00,B1.3,S18E00(1152)
gev_20110204_1930,2011/02/04 19:30:00,19:39:00,B6.9,S17W01(1152)
gev_20110205_0003,2011/02/05 00:03:00,00:07:00,B3.6,S18W02(1152)
gev_20110131_0210,2011/01/31 02:10:00,02:14:00,B1.0,S22E40(1150)
gev_20110131_0612,2011/01/31 06:12:00,06:19:00,B1.3,S22E35(1150)
gev_20110131_1351,2011/01/31 13:51:00,14:06:00,B1.7,S22E33(1150)
gev_20110131_1901,2011/01/31 19:01:00,19:05:00,B1.0,S19E27(1150)
gev_20110131_1957,2011/01/31 19:57:00,20:01:00,B1.5,S19E27(1150)
gev_20110201_0009,2011/02/01 00:09:00,00:13:00,B3.0,S20E25(1150)
gev_20110201_0548,2011/02/01 05:48:00,05:54:00,B1.8,S20E23(1150)
gev_20110201_1227,2011/02/01 12:27:00,12:31:00,B1.4,S24E22(1150)
gev_20110201_2306,2011/02/01 23:06:00,23:42:00,B4.5,S19E10(1150)
gev_20110202_0027,2011/02/02 00:27:00,00:35:00,B4.1,S19E10(1150)
gev_20110202_0244,2011/02/02 02:44:00,02:48:00,B1.1,S17E07(1150)
gev_20110202_0614,2011/02/02 06:14:00,06:20:00,B4.1,S21E09(1150)
gev_20110202_1020,2011/02/02 10:20:00,10:29:00,B2.0,S20E07(1150)
gev_20110203_0551,2011/02/03 05:51:00,05:56:00,B2.6,S19W07(1150)
gev_20110203_1728,2011/02/03 17:28:00,17:35:00,B2.0,S17E13(1152)
gev_20110204_0137,2011/02/04 01:37:00,01:43:00,B2.0,S17E09(1152)
gev_20110204_0359,2011/02/04 03:59:00,04:10:00,B1.1,S18E07(1152)
gev_20110204_0729,2011/02/04 07:29:00,07:40:00,B2.7,S18E05(1152)
gev_20110204_1213,2011/02/04 12:13:00,12:20:00,B9.5,S18E03(1152)
gev_20110204_1730,2011/02/04 17:30:00,17:36:00,B1.3,S18E00(1152)
gev_20110204_1930,2011/02/04 19:30:00,19:39:00,B6.9,S17W01(1152)
gev_20110205_0003,2011/02/05 00:03:00,00:07:00,B3.6,S18W02(1152)
gev_20110201_0009,2011/02/01 00:09:00,00:13:00,B3.0,S20E25(1150)
gev_20110201_0548,2011/02/01 05:48:00,05:54:00,B1.8,S20E23(1150)
gev_20110201_1227,2011/02/01 12:27:00,12:31:00,B1.4,S24E22(1150)
gev_20110201_2306,2011/02/01 23:06:00,23:42:00,B4.5,S19E10(1150)
gev_20110202_0027,2011/02/02 00:27:00,00:35:00,B4.1,S19E10(1150)
gev_20110202_0244,2011/02/02 02:44:00,02:48:00,B1.1,S17E07(1150)
gev_20110202_0614,2011/02/02 06:14:00,06:20:00,B4.1,S21E09(1150)
gev_20110202_1020,2011/02/02 10:20:00,10:29:00,B2.0,S20E07(1150)
gev_20110203_0551,2011/02/03 05:51:00,05:56:00,B2.6,S19W07(1150)
gev_20110203_1728,2011/02/03 17:28:00,17:35:00,B2.0,S17E13(1152)
gev_20110204_0137,2011/02/04 01:37:00,01:43:00,B2.0,S17E09(1152)
gev_20110204_0359,2011/02/04 03:59:00,04:10:00,B1.1,S18E07(1152)
gev_20110204_0729,2011/02/04 07:29:00,07:40:00,B2.7,S18E05(1152)
gev_20110204_1213,2011/02/04 12:13:00,12:20:00,B9.5,S18E03(1152)
gev_20110204_1730,2011/02/04 17:30:00,17:36:00,B1.3,S18E00(1152)
gev_20110204_1930,2011/02/04 19:30:00,19:39:00,B6.9,S17W01(1152)
